InvoiceDetailID,InvoiceID,TransactionType,VendorNumber,"VendorName",ProductCode,"PassengerName",TicketNumber,PublishedFare,SellingFare,ReferenceFare,LowFare,Tax1,GrossAmount,CommissionAmount,VatOnCommission,"FreeFieldA",TravelDate,ReturnDate,NumberOfDays,"CityCode",ProfileNumber,AddedBy
820,312,1,1000,"PAN PACIFIC VANCOUV",10,"BEIER/OSCAR MR",WT20000,259,259,259,259,0,259,25.9,1.3,"",04/20/2008 00:00:00,04/21/2008 00:00:00,1,"YVR",1003,2
821,312,1,1,"MARLIN TRAVEL",18,"DANIEL/MARIAN MR",WT20000,40,40,40,40,0,40,0,0,"G",NULL,NULL,1,"",1003,2
822,313,1,10,"AIR CANADA",7,"BARTON/AXEL MR",WT20010,1130.8,1130.8,1130.8,1130.8,0,1130.8,0,0,"G",NULL,NULL,1,"",1004,2
823,313,1,1000,"DELTA VANCOUVER AIR",10,"CORWIN/KAILEY MR",WT20010,278,278,139,139,0,278,27.8,1.39,"",04/27/2008 00:00:00,04/29/2008 00:00:00,2,"YVR",1004,2
824,313,1,1,"MARLIN TRAVEL",18,"PARKER/CRAIG MR",WT20010,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
825,314,1,10,"AIR CANADA",7,"REICHEL/ALAYNA MR",WT20011,562.9,562.9,562.9,562.9,0,562.9,0,0,"G",04/27/2008 00:00:00,05/02/2008 00:00:00,0,"YEG",1002,2
826,314,1,10,"AIR CANADA",7,"BEAHAN/ALEXANNE MR",WT20011,562.9,562.9,1125.8,1125.8,0,562.9,0,0,"G",04/27/2008 00:00:00,05/02/2008 00:00:00,1,"YEG",1002,2
827,314,1,11,"AIR NORTH",7,"PACOCHA/VERGIE MR",WT20011,293.67,293.67,881.01,881.01,0,293.67,0,0,"G",04/27/2008 00:00:00,05/02/2008 00:00:00,1,"YEG",1002,2
828,314,5,10,"AIR CANADA",7,"ROLFSON/JAVIER MR",WT20011,562.9,562.9,562.9,562.9,0,562.9,0,0,"",NULL,NULL,1,"",1002,2
829,314,5,11,"AIR NORTH",7,"GERHOLD/ANASTASIA MR",WT20011,293.67,293.67,293.67,293.67,0,293.67,0,0,"",NULL,NULL,1,"",1002,2
830,314,5,11,"AIR NORTH",7,"SCHUPPE/EMERALD MR",WT20011,293.67,293.67,293.67,293.67,0,293.67,0,0,"",NULL,NULL,1,"",1002,2
831,314,1,1100,"HERTZ",11,"CONSIDINE/RUBIE MR",WT20011,449.99,449.99,449.99,449.99,0,449.99,45,2.25,"",04/27/2008 00:00:00,05/02/2008 00:00:00,1,"YEG",1002,2
832,314,1,3,"YUKON TRAVEL",18,"HILLL/JANELLE MR",WT20011,120,120,120,120,0,120,0,0,"G",NULL,NULL,0,"",1002,2
833,315,1,11,"AIR NORTH",7,"LEHNER/ONIE MR",WT19998,521.34,521.34,521.34,521.34,0,521.34,0,0,"G",04/24/2008 00:00:00,04/28/2008 00:00:00,0,"YVR",1014,2
834,315,1,10,"AIR CANADA",7,"FLATLEY/MOHAMMED MR",WT19998,372.8,372.8,372.8,372.8,0,372.8,0,0,"G",04/24/2008 00:00:00,04/28/2008 00:00:00,0,"YVR",1014,2
835,315,1,1,"MARLIN TRAVEL",18,"SCHAEFER-DAUGHERTY/TIMMY MR",WT19998,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1014,2
836,316,1,10,"AIR CANADA",7,"CARTER/RANSOM MR",WT20015,823.8,823.8,823.8,823.8,0,823.8,0,0,"G",04/27/2008 00:00:00,04/30/2008 00:00:00,0,"YYJ",1011,2
837,316,1,11,"AIR NORTH",7,"ANDERSON/WEBSTER MR",WT20015,255.67,255.67,255.67,255.67,0,255.67,0,0,"G",04/27/2008 00:00:00,04/30/2008 00:00:00,0,"YYJ",1011,2
838,316,1,1,"MARLIN TRAVEL",18,"STREICH/JULIO MR",WT20015,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
839,317,1,11,"AIR NORTH",7,"RICE/PAIGE MR",WT20021,511.34,511.34,511.34,511.34,0,511.34,0,0,"G",04/26/2008 00:00:00,04/30/2008 00:00:00,0,"YVR",1011,2
840,317,1,10,"AIR CANADA",7,"WOLFF/ROEL MR",WT20021,529.8,529.8,529.8,529.8,0,529.8,0,0,"G",04/26/2008 00:00:00,04/30/2008 00:00:00,0,"YVR",1011,2
841,317,1,1000,"MARRIOTT VICTORIA",10,"WEST/DARIUS MR",WT20021,375,375,125,125,0,375,37.5,1.88,"",04/27/2008 00:00:00,04/30/2008 00:00:00,3,"YYJ",1011,2
842,317,1,3,"YUKON TRAVEL",18,"GLEASON/ERICK MR",WT20021,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
843,318,1,10,"AIR CANADA",7,"COLE/NIKO MR",WT20025,1789.8,1789.8,1789.8,1789.8,0,1789.8,0,0,"N",04/24/2008 00:00:00,04/26/2008 00:00:00,0,"YXY",1013,2
844,318,1,3,"YUKON TRAVEL",18,"CREMIN/MERLIN MR",WT20025,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1013,2
845,319,1,10,"AIR CANADA",7,"WUCKERT/MURIEL MR",WT20005,1342.8,1342.8,1342.8,1342.8,0,1342.8,0,0,"G",04/22/2008 00:00:00,04/27/2008 00:00:00,0,"YYZ",1008,2
846,319,1,1000,"FA THE ROYAL YORK",10,"FEIL/JAKAYLA MR",WT20005,465,465,155,155,0,465,46.5,2.33,"",04/24/2008 00:00:00,04/27/2008 00:00:00,3,"YTO",1008,2
847,319,5,3,"YUKON TRAVEL",18,"HERMAN/VELLA MR",WT200005,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1008,2
848,320,1,10,"AIR CANADA",7,"OBERBRUNNER/MARC MR",WT20001,1130.8,1130.8,1130.8,1130.8,0,1130.8,0,0,"",04/20/2008 00:00:00,04/21/2008 00:00:00,1,"YVR",1003,2
849,320,1,1000,"PAN PACIFIC VANCOUV",10,"ROHAN/JO MR",WT20001,259,259,259,259,0,259,25.9,1.3,"",04/20/2008 00:00:00,04/21/2008 00:00:00,1,"YVR",1003,2
850,320,1,1,"MARLIN TRAVEL",18,"FEEST/FAUSTINO MR",WT20001,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1003,2
851,321,1,11,"AIR NORTH",7,"HOPPE/KRISTOFFER MR",WT20026,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",04/19/2008 00:00:00,04/28/2008 00:00:00,0,"YVR",1010,2
852,321,1,10,"AIR CANADA",7,"GREEN/DOYLE MR",WT20026,1278.8,1278.8,1278.8,1278.8,0,1278.8,0,0,"G",04/19/2008 00:00:00,04/28/2008 00:00:00,0,"YVR",1010,2
853,321,1,1,"MARLIN TRAVEL",18,"HESSEL/DINA MR",WT200026,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
854,322,1,10,"AIR CANADA",7,"HOPPE/JOHNNIE MR",WT20027,448.9,448.9,448.9,448.9,0,448.9,0,0,"G",04/29/2008 00:00:00,06/02/2008 00:00:00,0,"YXY",1024,2
855,322,1,11,"AIR NORTH",7,"HOMENICK/BART MR",WT20027,273.67,273.67,273.67,273.67,0,273.67,0,0,"G",04/29/2008 00:00:00,06/02/2008 00:00:00,0,"YXY",1024,2
856,322,1,3,"YUKON TRAVEL",18,"KLING/COTY MR",WT20027,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1024,2
857,323,1,11,"AIR NORTH",7,"",,54,54,54,54,0,54,0,0,"",05/09/2008 00:00:00,NULL,1,"YVR",1024,2
877,330,1,11,"AIR NORTH",7,"SMITH/NORBERT MR",WT20031,739,739,636,636,0,739,0,0,"N",04/21/2008 00:00:00,04/24/2008 00:00:00,1,"YOC",1010,2
878,330,1,2,"WHITEHORSE TRAVEL",18,"MONAHAN/BRET MR",WT20031,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1010,2
879,331,1,10,"AIR CANADA",7,"BODE/BROOKS MR",WT19974,872.8,872.8,872.8,872.8,0,872.8,0,0,"G",04/28/2008 00:00:00,05/04/2008 00:00:00,0,"YVR",1005,2
880,331,1,3,"YUKON TRAVEL",18,"RICE/LAFAYETTE MR",WT19974,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
881,332,1,11,"AIR NORTH",7,"WISOKY/LUCILE MR",WT19972,506.34,506.34,506.34,506.34,0,506.34,0,0,"G",04/28/2008 00:00:00,05/02/2008 00:00:00,0,"YVR",1005,2
882,332,1,3,"YUKON TRAVEL",18,"MCKENZIE/JESSYCA MR",WT19972,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
883,333,1,10,"AIR CANADA",7,"DICKI/LIA MR",WT19973,872.8,872.8,872.8,872.8,0,872.8,0,0,"G",04/28/2008 00:00:00,05/04/2008 00:00:00,0,"YVR",1005,2
884,333,1,1,"MARLIN TRAVEL",18,"DICKENS/DAN MR",WT19973,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
885,334,1,11,"AIR NORTH",7,"HEGMANN/NICK MR",WT20038,636,636,636,636,0,636,0,0,"G",04/28/2008 00:00:00,04/30/2008 00:00:00,0,"YEV",1006,2
886,334,1,11,"AIR NORTH",7,"BROWN/RACHELLE MR",WT20038,636,636,636,636,0,636,0,0,"G",04/28/2008 00:00:00,04/30/2008 00:00:00,0,"YEV",1006,2
887,334,1,1000,"MACKENZIE HOTEL",10,"WEBER/UNIQUE MR",WT20038,358,358,179,179,0,358,35.8,1.79,"",04/28/2008 00:00:00,04/30/2008 00:00:00,2,"YEV",1006,2
888,334,1,1000,"MACKENZIE HOTEL",10,"DUBUQUE/KENDRA MR",WT20038,358,358,179,179,0,358,35.8,1.79,"",04/28/2008 00:00:00,04/30/2008 00:00:00,2,"YEV",1006,2
889,334,5,2,"WHITEHORSE TRAVEL",18,"RITCHIE/ENOCH MR",20038,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
890,334,5,2,"WHITEHORSE TRAVEL",18,"BROWN-WILLMS/FANNY MR",20038,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
891,335,1,10,"AIR CANADA",7,"LUEILWITZ/SHERMAN MR",WT20047,562.9,562.9,562.9,562.9,0,562.9,0,0,"G",04/30/2008 00:00:00,05/02/2008 00:00:00,0,"YEG",1010,2
892,335,1,11,"AIR NORTH",7,"MURAZIK-SCHUSTER/STEPHEN MR",WT20047,288.67,288.67,288.67,288.67,0,288.67,0,0,"G",04/30/2008 00:00:00,05/02/2008 00:00:00,0,"YEG",1010,2
893,335,1,1,"MARLIN TRAVEL",18,"LITTEL/ROSALIA MR",WT20047,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
894,336,1,10,"AIR CANADA",7,"FLATLEY/PIPER MR",WT20042,433.9,433.9,433.9,433.9,0,433.9,0,0,"G",04/30/2008 00:00:00,05/04/2008 00:00:00,0,"YVR",1012,2
895,336,1,11,"AIR NORTH",7,"KUNDE/ALF MR",WT20042,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",04/30/2008 00:00:00,05/04/2008 00:00:00,0,"YVR",1012,2
896,336,1,1,"MARLIN TRAVEL",18,"MCKENZIE/SHAYNA MR",WT20042,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
897,337,1,11,"AIR NORTH",7,"WEST/RASHAWN MR",WT20044,250.67,250.67,250.67,250.67,0,250.67,0,0,"G",04/29/2008 00:00:00,05/01/2008 00:00:00,0,"YVR",1010,2
898,337,1,10,"AIR CANADA",7,"BRADTKE/LENNY MR",WT20044,567.8,567.8,567.8,567.8,0,567.8,0,0,"G",04/29/2008 00:00:00,05/01/2008 00:00:00,0,"YVR",1010,2
899,337,1,1000,"HLTN VANCOUVR METRO",10,"LEFFLER/ARDELLA MR",WT20044,358.2,358.2,179.1,179.1,0,358.2,35.82,1.79,"",04/29/2008 00:00:00,05/01/2008 00:00:00,2,"YVR",1010,2
900,337,1,3,"YUKON TRAVEL",18,"BOGAN/IDELLA MR",WT20044,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
901,338,1,13,"CANADIAN NORTH",7,"QUITZON/RYLAN MR",WT20049,1197,1197,1197,1197,0,1197,0,0,"",04/25/2008 00:00:00,04/28/2008 00:00:00,0,"YEV",1010,2
902,338,1,2,"WHITEHORSE TRAVEL",18,"HANE/KEVON MR",WT20049,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1010,2
903,339,1,11,"AIR NORTH",7,"KESSLER/SYLVESTER MR",WT20043,250.67,250.67,250.67,250.67,0,250.67,0,0,"",04/29/2008 00:00:00,05/01/2008 00:00:00,0,"YVR",1010,2
904,339,1,10,"AIR CANADA",7,"CASSIN-RICE/MARJORIE MR",WT20043,567.9,567.9,567.9,567.9,0,567.9,0,0,"",04/29/2008 00:00:00,05/01/2008 00:00:00,0,"YVR",1010,2
905,339,1,1000,"HLTN VANCOUVR METRO",10,"HACKETT/MABEL MR",WT20043,358.2,358.2,179.1,179.1,0,358.2,35.82,1.79,"",04/29/2008 00:00:00,05/01/2008 00:00:00,2,"YVR",1010,2
906,339,1,2,"WHITEHORSE TRAVEL",18,"ROGAHN/MURPHY MR",WT20043,40,40,40,40,0,40,0,0,"",NULL,NULL,0,"",1010,2
929,350,1,10,"AIR CANADA",7,"LEUSCHKE/ELENORA MR",WT20045,1817.29,1817.29,1817.29,1817.29,0,1817.29,0,0,"N",04/30/2008 00:00:00,08/30/2008 00:00:00,0,"YVR",1011,2
930,350,1,1,"MARLIN TRAVEL",18,"ZEMLAK/BERTA MR",WT20045,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1011,2
931,351,1,10,"AIR CANADA",7,"HAYES/LAURIE MR",WT20046,1011.8,1011.8,1011.8,1011.8,0,1011.8,0,0,"N",04/30/2008 00:00:00,08/24/2008 00:00:00,0,"YXY",1011,2
932,351,1,3,"YUKON TRAVEL",18,"MANN/JULIEN MR",WT20046,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1011,2
933,352,1,11,"AIR NORTH",7,"GERHOLD/SCOTTY MR",WT20048,567.34,567.34,567.34,567.34,0,567.34,0,0,"N",05/05/2008 00:00:00,12/19/2008 00:00:00,0,"YXY",1011,2
934,352,1,3,"YUKON TRAVEL",18,"KLING/GUSTAVE MR",WT20048,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1011,2
937,354,1,10,"AIR CANADA",7,"HETTINGER/JARROD MR",WT20056,762.9,762.9,762.9,762.9,0,762.9,0,0,"N",05/01/2008 00:00:00,05/01/2008 00:00:00,0,"YXY",1013,2
938,354,1,3,"YUKON TRAVEL",18,"ULLRICH/SELINA MR",WT20056,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1013,2
939,355,5,10,"AIR CANADA",7,"HAMILL/LEANNA MR",WT20058,1118.8,1118.8,1118.8,1118.8,0,1118.8,0,0,"G",05/02/2008 00:00:00,05/19/2008 00:00:00,0,"YQR",1006,2
940,355,5,11,"AIR NORTH",7,"REINGER/NOEMI MR",WT20058,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",05/02/2008 00:00:00,05/19/2008 00:00:00,0,"YQR",1006,2
941,355,1,1,"MARLIN TRAVEL",18,"QUITZON-BERGNAUM/ABELARDO MR",WT20058,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1006,2
942,356,1,718,"CENTRAL MOUNTAIN AIR",7,"FARRELL/DAVONTE MR",WT20060,614.34,614.34,614.34,614.34,0,614.34,0,0,"N",04/23/2008 00:00:00,04/25/2008 00:00:00,0,"YVR",1021,2
948,359,1,10,"AIR CANADA",7,"RUTHERFORD/IMA MR",WT20061,1460.8,1460.8,1447.47,1447.47,0,1460.8,0,0,"G",05/01/2008 00:00:00,05/05/2008 00:00:00,1,"YYJ",1010,2
949,359,1,2,"WHITEHORSE TRAVEL",18,"BARROWS/HUDSON MR",WT20061,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1010,2
955,361,1,10,"AIR CANADA",7,"KIEHN/KACI MR",WT20062,1150.8,1150.8,1150.8,1150.8,0,1150.8,0,0,"G",04/30/2008 00:00:00,05/04/2008 00:00:00,0,"YYZ",1004,2
956,361,1,11,"AIR NORTH",7,"HOEGER/KELSIE MR",WT20062,206.67,206.67,206.67,206.67,0,206.67,0,0,"G",04/30/2008 00:00:00,05/04/2008 00:00:00,0,"YYZ",1004,2
957,361,1,1000,"SHERATON TORONTO CEN",10,"O'CONNER/KIRSTIN MR",WT20062,636,636,159,159,0,636,63.6,3.18,"",04/30/2008 00:00:00,05/04/2008 00:00:00,4,"YYZ",1004,2
958,361,1,3,"YUKON TRAVEL",18,"PRICE/KAYLIE MR",WT20062,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
959,362,1,10,"AIR CANADA",7,"OSINSKI/ELROY MR",WT20040,792.9,792.9,792.9,792.9,0,792.9,0,0,"G",04/29/2008 00:00:00,05/05/2008 00:00:00,0,"YYZ",1005,2
960,362,1,11,"AIR NORTH",7,"HOWE/REYNA MR",WT20040,260.67,260.67,260.67,260.67,0,260.67,0,0,"G",04/29/2008 00:00:00,05/05/2008 00:00:00,0,"YYZ",1005,2
961,362,1,1000,"MARRIOTT OTTAWA CTR",10,"WALTER/ROSINA MR",WT20040,567,567,189,189,0,567,56.7,2.84,"",04/29/2008 00:00:00,05/02/2008 00:00:00,3,"YOW",1005,2
962,362,1,3,"YUKON TRAVEL",18,"HEANEY/AMAYA MR",WT20040,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
970,366,1,10,"AIR CANADA",7,"SPINKA/VESTA MR",WT20077,1362.8,1362.8,1362.8,1362.8,0,1362.8,0,0,"G",05/04/2008 00:00:00,05/07/2008 00:00:00,0,"YOW",1003,2
971,366,1,1000,"NOVOTEL OTTAWA",10,"WILLMS/JAMARCUS MR",WT20077,426,426,142,142,0,426,42.6,2.13,"",05/04/2008 00:00:00,05/07/2008 00:00:00,3,"YOW",1003,2
972,366,1,1,"MARLIN TRAVEL",18,"RAYNOR/IGNACIO MR",WT20077,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1003,2
973,367,1,10,"AIR CANADA",7,"SWANIAWSKI/JOANA MR",WT20080,1215.8,1215.8,1215.8,1215.8,0,1215.8,0,0,"G",05/04/2008 00:00:00,05/07/2008 00:00:00,0,"YEG",1011,2
974,367,1,3,"YUKON TRAVEL",18,"GOYETTE/GUSSIE MR",WT20080,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
990,374,1,10,"AIR CANADA",7,"FAHEY/RUBY MR",WT20074,520.8,520.8,520.8,520.8,0,520.8,0,0,"G",05/04/2008 00:00:00,05/07/2008 00:00:00,0,"YVR",1005,2
991,374,1,2,"WHITEHORSE TRAVEL",18,"CHAMPLIN/DELIA MR",WT20074,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
992,375,1,11,"AIR NORTH",7,"SCHMITT/JOSIANNE MR",WT20084,511.34,511.34,511.34,511.34,0,511.34,0,0,"N",05/01/2008 00:00:00,05/03/2008 00:00:00,0,"YVR",1021,2
993,375,1,1000,"PLAZA 500",10,"CRIST/RITA MR",WT20084,258,258,129,129,0,258,25.8,1.29,"",05/01/2008 00:00:00,05/03/2008 00:00:00,2,"YVR",1021,2
994,375,1,3,"YUKON TRAVEL",18,"CREMIN/HALIE MR",WT20084,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
995,376,1,10,"AIR CANADA",7,"RAYNOR/JOE MR",WT20065,1070.8,1070.8,1070.8,1070.8,0,1070.8,0,0,"N",05/05/2008 00:00:00,05/10/2008 00:00:00,0,"YOW",1021,2
996,376,1,1000,"SOUTHWAY INN OF OTTA",10,"KREIGER/NORMA MR",WT20065,690,690,138,138,0,690,69,3.45,"",05/05/2008 00:00:00,05/10/2008 00:00:00,5,"YOW",1021,2
997,376,1,2,"WHITEHORSE TRAVEL",18,"BALISTRERI/AMINA MR",WT20065,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1021,2
998,377,1,10,"AIR CANADA",7,"CREMIN/IRVING MR",WT20082,825.8,825.8,825.8,825.8,0,825.8,0,0,"G",05/04/2008 00:00:00,05/11/2008 00:00:00,0,"YVR",1004,2
999,377,1,2,"WHITEHORSE TRAVEL",18,"ALTENWERTH/WILMER MR",WT20082,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1000,378,1,11,"AIR NORTH",7,"PRICE/IRVING MR",WT20078,552.65,552.65,552.65,552.65,0,552.65,0,0,"N",04/20/2008 00:00:00,04/24/2008 00:00:00,0,"YVR",1023,2
1001,378,1,1000,"PD STES ON BROADWAY",10,"KASSULKE/ABDULLAH MR",WT20078,500,500,125,125,0,500,50,2.5,"",04/20/2008 00:00:00,04/24/2008 00:00:00,4,"YVR",1023,2
1002,378,1,1,"MARLIN TRAVEL",18,"DACH/RYLAN MR",WT20078,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1023,2
1003,379,1,3,"YUKON TRAVEL",11,"AUFDERHAR/MISAEL MR",WT20076,562.34,562.34,562.34,562.34,0,562.34,0,0,"G",NULL,NULL,0,"",1012,2
1004,379,1,3,"YUKON TRAVEL",18,"BAHRINGER/CONRAD MR",WT20076,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1012,2
1005,380,1,11,"AIR NORTH",7,"CHAMPLIN/GILLIAN MR",WT20075,511.34,511.34,511.34,511.34,0,511.34,0,0,"G",05/04/2008 00:00:00,05/11/2008 00:00:00,0,"YVR",1011,2
1006,380,1,2,"WHITEHORSE TRAVEL",18,"HOMENICK/LAVINA MR",WT20075,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1007,381,1,10,"AIR CANADA",7,"FADEL/CORDELL MR",WT20072,696.8,696.8,696.8,696.8,0,696.8,0,0,"G",05/03/2008 00:00:00,05/10/2008 00:00:00,0,"YVR",1013,2
1008,381,1,1000,"FAIRMONT WHISTLER",10,"HILLS/NATHANAEL MR",WT20072,676,676,169,169,0,676,67.6,3.38,"",05/03/2008 00:00:00,05/07/2008 00:00:00,4,"YVR",1013,2
1009,381,1,1000,"SANDMAN SIGNATURE H",10,"FRAMI/HERBERT MR",WT20072,119,119,119,119,0,119,11.9,0.6,"",05/09/2008 00:00:00,05/10/2008 00:00:00,1,"YVR",1013,2
1010,381,1,3,"YUKON TRAVEL",18,"HIRTHE/SABRINA MR",WT20072,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1013,2
1011,382,1,10,"AIR CANADA",7,"MEDHURST/ANABEL MR",WT20083,520.8,520.8,520.8,520.8,0,520.8,0,0,"G",05/04/2008 00:00:00,05/07/2008 00:00:00,0,"YVR",1011,2
1012,382,1,2,"WHITEHORSE TRAVEL",18,"DICKENS/JULIUS MR",WT20083,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1013,383,1,10,"AIR CANADA",7,"NIENOW/CHASITY MR",WT20088,1743.7,1743.7,1743.7,1743.7,0,1743.7,0,0,"G",05/04/2008 00:00:00,05/09/2008 00:00:00,0,"YVR",1004,2
1014,383,1,2,"WHITEHORSE TRAVEL",18,"FARRELL-MANTE/TILLMAN MR",WT20088,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1004,2
1024,387,1,11,"AIR NORTH",7,"PAGAC/THERESE MR",WT20090,667.8,667.8,667.8,667.8,0,667.8,0,0,"G",04/23/2008 00:00:00,04/25/2008 00:00:00,0,"YOC",1018,2
1025,387,1,11,"AIR NORTH",7,"VOLKMAN/LULU MR",WT20090,667.8,667.8,667.8,667.8,0,667.8,0,0,"G",04/23/2008 00:00:00,04/25/2008 00:00:00,0,"YOC",1018,2
1026,387,1,1,"MARLIN TRAVEL",18,"CUMMINGS/PETER MR",WT20090,80,80,80,80,0,80,0,0,"G",NULL,NULL,0,"",1018,2
1027,388,1,11,"AIR NORTH",7,"ALTENWERTH/JUSTICE MR",WT20091,356,356,356,356,0,356,0,0,"N",04/24/2008 00:00:00,04/25/2008 00:00:00,0,"YDA",1005,2
1028,388,1,3,"YUKON TRAVEL",18,"MURRAY/CRISTAL MR",WT20091,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1005,2
1029,389,1,11,"AIR NORTH",7,"KLING/VERNA MR",WT20092,636,636,636,636,0,636,0,0,"N",04/24/2008 00:00:00,04/28/2008 00:00:00,0,"YOC",1004,2
1030,389,1,2,"WHITEHORSE TRAVEL",18,"NIENOW/RAVEN MR",WT20092,40,40,40,40,0,40,0,0,"N",NULL,NULL,0,"",1004,2
1031,390,2,11,"AIR NORTH",7,"OSINSKI/HERMANN MR",WT20091,0,0,0,0,0,0,0,0,"N",04/24/2008 00:00:00,04/25/2008 00:00:00,0,"YDA",1005,2
1032,390,2,3,"YUKON TRAVEL",18,"SCHMIDT/NICHOLE MR",WT20091,0,0,0,0,0,0,0,0,"N",NULL,NULL,0,"",1005,2
1035,392,5,10,"AIR CANADA",7,"RYAN/KACI MR",WT.20093,1130.8,1130.8,1130.8,1130.8,0,1130.8,0,0,"G",04/20/2008 00:00:00,04/21/2008 00:00:00,0,"YVR",1005,2
1036,392,1,3,"YUKON TRAVEL",18,"O'CONNER/DOLLY MR",WT20093,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1005,2
1037,393,1,10,"AIR CANADA",7,"YOST/BILLIE MR",WT20089,1269.8,1269.8,1269.8,1269.8,0,1269.8,0,0,"G",05/02/2008 00:00:00,05/09/2008 00:00:00,0,"YVR",1014,2
1038,394,1,10,"AIR CANADA",7,"WYMAN/ART MR",WT20094,1115.8,1115.8,1115.8,1115.8,0,1115.8,0,0,"G",04/28/2008 00:00:00,05/01/2008 00:00:00,0,"YYJ",1011,2
1039,394,1,1000,"FAIRMONT EMPRESS",10,"BEIER-LEUSCHKE/DEVONTE MR",WT20094,387,387,387,387,0,387,0,0,"",04/28/2008 00:00:00,05/01/2008 00:00:00,3,"YYJ",1011,2
1040,394,1,1,"MARLIN TRAVEL",18,"KASSULKE/LILLY MR",WT20094,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1041,395,1,11,"AIR NORTH",7,"CRONA/JUDE MR",WT20063,511.34,511.34,511.34,511.34,0,511.34,0,0,"G",04/30/2008 00:00:00,05/04/2008 00:00:00,0,"YVR",1011,2
1042,395,1,10,"AIR CANADA",7,"O'KON/BOBBIE MR",WT20063,751.8,751.8,751.8,751.8,0,751.8,0,0,"G",04/30/2008 00:00:00,05/04/2008 00:00:00,0,"YVR",1011,2
1043,395,1,1,"MARLIN TRAVEL",18,"HACKETT/SEDRICK MR",WT20063,40,40,40,40,0,40,0,0,"G",NULL,NULL,0,"",1011,2
1044,396,1,11,"AIR NORTH",7,"CORKERY/MIGUEL MR",WT19919,567.34,567.34,567.34,567.34,0,567.34,0,0,"G",04/18/2008 00:00:00,NULL,1,"YYC",1013,2
1045,396,1,1,"MARLIN TRAVEL",7,"LARSON/FRIEDA MR",WT19919,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1013,2
1048,398,1,10,"AIR CANADA",7,"CASSIN/DUSTY MR",WT19890,169.9,169.9,169.9,169.9,0,169.9,0,0,"",04/20/2008 00:00:00,NULL,1,"YVR",1012,2
1049,398,1,2,"WHITEHORSE TRAVEL",18,"HAMMES/GUS MR",WT19890,40,40,40,40,0,40,0,0,"",NULL,NULL,1,"",1012,2
1055,135,1,10,"AIR CANADA",6,"O'REILLY/LISANDRO MR",WT19835,60,60,60,60,0,60,0,0,"",NULL,NULL,1,"",1005,2
